"advisor_raw","n_tesis","n_programas","anio_min","anio_max","programas","ejemplo_titulo","advisor_canonical_sugerido","metodo_sugerencia","notas"
"Dra. Mariana Chudnovsky",5,2,2018,2023,"Administración y Políticas Públicas | Políticas Públicas","El papel de los burócratas a nivel de calle y de los intermediarios en la implementación de políticas en materia del trabajo remunerado en el hogar en México","Mariana Chudnovsky","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Soledad Jiménez Tovar",5,2,2020,2024,"Ciencia Política y Relaciones Internacionales | Historia Internacional","El anecdotismo en el Amusement philosophique sur le langage des bêtes de Guillaume-Hyacinthe Bougeant. Buscando narrativas históricas alternativas para la etología","Anabel Alejandra Soledad Jiménez Tovar","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Francisco Javier Aparicio Castillo",5,1,2005,2007,"Ciencia Política y Relaciones Internacionales","¿Activismo judicial? controversias constitucionales y acciones de inconstitucionalidad en México, 1995-2005","Francisco Javier Aparicio Castillo","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"María Grisel Salazar Rebolledo",5,2,2020,2022,"Ciencia Política y Relaciones Internacionales | Periodismo sobre Políticas Púbicas","Las cirugías de confirmación de género y el sistema sanitario de la ciudad de México: un laberinto a rumores","María Grisel Salazar Rebolledo","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Javier Martín Reyes",5,1,2018,2021,"Derecho","La protección de los derechos de los pasajeros a la luz de la reforma a la Ley de Aviación Civil de 2017","Javier Martín Reyes","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Ricardo Raphael de la Madrid",5,3,2012,2016,"Ciencia Política y Relaciones Internacionales | Derecho | Periodismo y Asuntos Públicos","Humberto Moreira: cuentas por pagar","Ricardo Raphael De La Madrid","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. David Crow",4,2,2012,2017,"Ciencia Política y Relaciones Internacionales | Políticas Públicas","Los incentivos al dar: efectos de los incentivos fiscales en el sector filantrópico","David Crow","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. David Juárez Luna",4,1,2014,2017,"Economía","Modelo de riesgo de liquidez para una institución financiera","David Juárez Luna","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Ernesto Sepúlveda Villarreal",4,1,2007,2021,"Economía","Estabilidad financiera, inflación de activos y política monetaria","Ernesto Sepúlveda Villarreal","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Gerardo Maldonado Hernández",4,1,2016,2024,"Ciencia Política y Relaciones Internacionales","Você não gosta de mim, mas sua filha gosta: un análisis de las percepciones sobre Brasil en América Latina","Gerardo De Jesús Maldonado Hernández","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Jean Meyer",4,2,2010,2022,"Ciencia Política y Relaciones Internacionales | Historia Internacional","Cinema kurdo en exilio: entre el discurso nacional y las prácticas transnacionales","Jean Meyer","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Jean Meyer Barth",4,2,2004,2014,"Ciencia Política y Relaciones Internacionales | Historia Internacional","Populismo maoista: un sendero que no condujo a la lucha armada, 1968-1979","Jean André Joseph Meyer Barth","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Jorge A. Schiavon",4,3,2020,2022,"Ciencia Política | Ciencia Política y Relaciones Internacionales | Políticas Públicas","La dimensión internacional de las políticas públicas: cambios en la política comercial de Brasil y México (1980- 2000)","Jorge A Schiavon","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Luis Fernando Castro Peñarrieta",4,2,2023,2025,"Economía Ambiental | Métodos para el Análisis de Políticas Públicas","Efectos de la política de subsidios en la producción agrícola para una dieta mexicana sustentable","Luis Fernando Castro Peñarrieta","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Luis de la Calle Robles",4,2,2017,2025,"Ciencia Política | Ciencia Política y Relaciones Internacionales","Fue el Estado: problemas perversos, atribución de culpa y participación política","Luis Miguel De La Calle Robles","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Miguel Rábago Dorbecker",4,1,2023,2025,"Derecho","T-MEC y su Mecanismo Laboral de Respuesta Rápida: el papel de los accionantes dentro del mecanismo y el sujeto tercero interesado en el procedimiento","Miguel Rábago Dorbecker","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Pablo Kalmanovitz",4,3,2018,2021,"Administración y Políticas Públicas | Ciencia Política y Relaciones Internacionales | Derecho","Efecto de las presiones nacional e internacional en el surgimiento de un proceso de justicia transicional en casos de conflicto armado","Pablo Kalmanovitz","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Rodrigo Castro Cornejo",4,1,2020,2022,"Ciencia Política y Relaciones Internacionales","El voto moral: la relación entre la identidad religiosa y la participación electoral en México","Rodrigo Castro Cornejo","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Salvador Vázquez del Mercado Almada",4,2,2019,2022,"Ciencia Política | Ciencia Política y Relaciones Internacionales","Opinión pública y gentrificación: un análisis de la Ciudad de México","Salvador Vázquez Del Mercado Almada","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Sebastián Garrido de Sierra",4,2,2018,2019,"Ciencia Política y Relaciones Internacionales | Periodismo sobre Políticas Púbicas","El poder de negociación de los gobernadores e impunidad en México","Sebastián Garrido De Sierra","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Catalina Pérez Correa González",4,1,2017,2024,"Políticas Públicas","Tomar cartas en el asunto: ¿por qué la ludopatía es un problema público en México y cómo podemos atenderlo?","Catalina Pérez Correa González","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Claudia Vanessa Maldonado Trujillo",4,3,2015,2021,"Administración y Políticas Públicas | Gerencia Pública | Políticas Públicas","Concurso nacional para la incubación de emprendimientos innovadores","Claudia Vanessa Maldonado Trujillo","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Elena Sánchez Montijano",4,2,2022,2026,"Ciencia Política | Ciencia Política y Relaciones Internacionales","La securitización del espacio fronterizo como un proceso gradual: un enfoque multicausal desde la migración","Elena Sánchez Montijano","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Lucía Tiscornia",4,1,2021,2026,"Ciencia Política y Relaciones Internacionales","Militares al mando de la policía: militarización y violaciones de derechos humanos en Coahuila","Lucía Tiscornia","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Nuty Cárdenas Alaminos",4,2,2019,2024,"Ciencia Política y Relaciones Internacionales | Políticas Públicas","La reconfiguración de las organizaciones de sociedad civil dedicadas al apoyo de personas migrantes en tránsito por México: 2018 – 2024","Nuty Cárdenas Alaminos","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Teresa Bracho González",4,1,2005,2007,"Administración y Políticas Públicas","Análisis de la implementación del PRONABES bajo un enfoque organizacional y de RIG's el caso de Veracruz","Teresa Bracho González","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Ana Laura Magaloni Kerpel",3,1,2006,2008,"Derecho","El poder de la Suprema Corte de Justicia para elegir una agenda de casos","Ana Laura Magaloni Kerpel","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Alejandro Posadas Urtusuástegui",3,2,2006,2008,"Ciencia Política y Relaciones Internacionales | Derecho","La regla de estoppel ante la Corte Internacional de Justicia","Alejandro Posadas Urtusuástegui","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Andrew William Paxman",3,1,2016,2017,"Periodismo y Asuntos Públicos","El narcotráfico en la Ciudad de México: negar lo evidente","Andrew William Paxman","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Antonio Alonso Arechar",3,2,2021,2025,"Economía Ambiental | Métodos para el Análisis de Políticas Públicas","Preferencia temporal y tasa social de descuento: el impacto de las características individuales, las preferencias por el riesgo y las preferencias sociales","Antonio Alonso Arechar","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Christian Ponce de León Albuerne",3,2,2019,2021,"Administración y Políticas Públicas | Políticas Públicas","Análisis de políticas de agricultura familiar: lecciones para México","Christian Ponce De León Albuerne","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Edgar Everardo Guerra Blanco",3,2,2022,2023,"Métodos para el Análisis de Políticas Públicas | Políticas Públicas","Estigma: obstáculo para la reinserción social de las mujeres privadas de la libertad en México","Edgar Everardo Guerra Blanco","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Eduardo Villarreal Cantú",3,1,2019,2020,"Administración y Políticas Públicas","Entendiendo la política de movilidad urbana de la Ciudad de México a través del Marco de Coaliciones Promotoras","Eduardo Villarreal Cantú","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Fabrice Lehoucq",3,2,2004,2006,"Administración y Políticas Públicas | Ciencia Política y Relaciones Internacionales","La economía política del gasto social en México: el caso del programa de desarrollo humano Oportunidades","Fabrice Lehoucq","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Francisco Javier Aparicio",3,2,2020,2026,"Ciencia Política | Ciencia Política y Relaciones Internacionales","Determinantes de la postulación y reelección de presidentes municipales","Francisco Javier Aparicio","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Gerardo Maldonado",3,1,2018,2020,"Ciencia Política y Relaciones Internacionales","¡Pueblo y Dios!: la religión y el apoyo a la democracia","Gerardo Maldonado","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Gustavo Fondevila Pérez",3,1,2010,2013,"Derecho","Los créditos fiscales impuestos en contra de personas físicas o morales extranjeras, no residentes en México para efectos fiscales, son inexigibles","Gustavo Javier Fondevila Pérez","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Héctor Mauricio Núñez Amortegui",3,2,2016,2019,"Economía Ambiental | Políticas Públicas","El efecto de los desastres por fenómenos hidrometeorológicos en la producción agrícola mexicana: un análisis del impacto y las políticas actuales","Héctor Mauricio Núñez Amórtegui","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
